name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2,activity_zone_id,production,attraction
Sarayu,65,30038502.0,,yes,,,,"POLYGON ((80.23450870000001 12.9908286, 80.23460300000001 12.9909011, 80.2345316 12.990994, 80.2347432 12.9911568, 80.23483210000001 12.9910413, 80.2352478 12.9913612, 80.23535510000001 12.9912217, 80.23521479999999 12.9911137, 80.2351757 12.9911645, 80.2349401 12.9909832, 80.2350833 12.9907972, 80.2347376 12.9905312, 80.23450870000001 12.9908286))",POINT (80.2348628 12.9909283),3093.6,33299.2,28,33.29923321344,33.29923321344
,66,30038504.0,,university,,,,"POLYGON ((80.2310411 12.9891325, 80.2306839 12.989122, 80.23034 12.9891088, 80.2303443 12.9889807, 80.2306126 12.9889897, 80.2306196 12.9887833, 80.2303709 12.9887749, 80.23037530000001 12.9886453, 80.23062 12.9886536, 80.2306268 12.9884514, 80.2303138 12.9884408, 80.2302913 12.9891055, 80.2301527 12.9891009, 80.2301781 12.9883483, 80.2303266 12.9883533, 80.230329 12.9882821, 80.2313022 12.988315, 80.23129710000001 12.9884669, 80.2307802 12.9884494, 80.23077309999999 12.9886597, 80.2311145 12.9886713, 80.2311102 12.9887967, 80.2307627 12.9887849, 80.2307555 12.988998, 80.23104530000001 12.9890078, 80.2310411 12.9891325))",POINT (80.23063980000001 12.9886775),6009.2,64682.1,36,75.6785137395456,6.4682490375679995
,67,30038505.0,,university,,,,"POLYGON ((80.22880960000001 12.9898962, 80.2298878 12.9899385, 80.2298929 12.9898092, 80.2294296 12.989791, 80.2294411 12.9894982, 80.2298413 12.9895138, 80.2298461 12.989391, 80.2289852 12.9893572, 80.2289871 12.9892332, 80.229246 12.9892433, 80.2292592 12.9889063, 80.228911 12.9888926, 80.2288976 12.9892343, 80.2289418 12.989236, 80.22894100000001 12.9893555, 80.22893639999999 12.9894712, 80.22898069999999 12.9894729, 80.22932249999999 12.9894863, 80.22931029999999 12.9897958, 80.2288143 12.9897763, 80.22880960000001 12.9898962))",POINT (80.22928400000001 12.9894843),4817.9,51858.9,35,60.675549381907196,5.185944391616
,68,30038506.0,,university,,,,"POLYGON ((80.22945989999999 12.9892634, 80.229625 12.9892634, 80.22962200000001 12.9891073, 80.2297571 12.9890082, 80.229562 12.9887771, 80.22938790000001 12.9889122, 80.2293789 12.9890323, 80.2294629 12.9891133, 80.22945989999999 12.9892634))",POINT (80.2295472 12.9890224),1253.5,13492.7,35,15.786297173088,1.3492561686400002
,69,30038507.0,,university,,,,"POLYGON ((80.228166 12.9901262, 80.2283824 12.9901302, 80.228393 12.9895567, 80.2285637 12.9895599, 80.2285722 12.9894288, 80.2281789 12.9894216, 80.228166 12.9901262))",POINT (80.2283067 12.989739),2103.2,22638.3,35,26.4872279333376,2.263865635328
Mechanical Sciences Block (MSB),70,30038508.0,,university,,,,"POLYGON ((80.2302864 12.9906251, 80.2312086 12.9906585, 80.2312127 12.9905456, 80.23088319999999 12.9905337, 80.2308912 12.9903128, 80.23119269999999 12.9903237, 80.2311969 12.9902072, 80.2308992 12.9901964, 80.2309073 12.9899714, 80.2312276 12.989983, 80.23123200000001 12.9898614, 80.2303227 12.9898284, 80.2303043 12.9903368, 80.2304247 12.9903412, 80.2304384 12.9899639, 80.2308098 12.9899774, 80.23080210000001 12.990189, 80.2304717 12.9901771, 80.2304675 12.9902923, 80.23079389999999 12.9903041, 80.2307857 12.9905288, 80.2302906 12.9905109, 80.2302864 12.9906251))",POINT (80.23073909999999 12.9902276),4719.1,50795.6,28,59.43128439530881,5.079596956864001
,71,30038509.0,,university,,,,"POLYGON ((80.22987879999999 12.991072, 80.2298813 12.9909628, 80.22765889999999 12.9909103, 80.2276694 12.9904658, 80.2273979 12.9904594, 80.2273848 12.9910131, 80.227377 12.9913437, 80.22784830000001 12.9913548, 80.227856 12.9910285, 80.2280026 12.9910317, 80.22799500000001 12.9913539, 80.228154 12.9913576, 80.2281617 12.9910348, 80.22825829999999 12.9910317, 80.2282505 12.9913636, 80.2284159 12.9913675, 80.2284236 12.991041, 80.2285639 12.9910348, 80.22855610000001 12.9913669, 80.22870570000001 12.9913705, 80.22871360000001 12.9910348, 80.2288727 12.9910441, 80.2288649 12.9913724, 80.2290337 12.9913764, 80.2290411 12.9910628, 80.229197 12.9910597, 80.2291894 12.991379, 80.2293203 12.9913821, 80.229328 12.9910597, 80.22948700000001 12.9910597, 80.229479 12.991398, 80.229632 12.9914016, 80.2296398 12.9910691, 80.2297458 12.9910784, 80.22974019999999 12.9913169, 80.2298729 12.9913201, 80.22987879999999 12.991072))",POINT (80.2284008 12.991065),10634.1,114464.8,27,133.9234645140288,11.446449958464001
Sophisticated Analytical Instruments Facility,72,30038510.0,,university,,,,"POLYGON ((80.23158290000001 12.989597, 80.23170039999999 12.9895972, 80.2317008 12.9893648, 80.2315833 12.9893646, 80.23158290000001 12.989597))",POINT (80.2316419 12.9894809),327.5,3525.0,36,4.1244613675199995,0.3525180656
Department of Chemistry,73,30038512.0,,university,,,,"POLYGON ((80.23154289999999 12.9880634, 80.23154649999999 12.9879007, 80.23186339999999 12.9879076, 80.2318653 12.9878187, 80.2319766 12.9878211, 80.2319751 12.9878914, 80.23263129999999 12.9879057, 80.2326192 12.9884643, 80.2324393 12.9884604, 80.23244870000001 12.9880321, 80.2320622 12.9880237, 80.2320611 12.9880747, 80.23154289999999 12.9880634))",POINT (80.2322003 12.9880566),2960.0,31861.5,36,37.27757449728,3.1861174784000004
Aerospace engineering,74,30038514.0,,university,,,,"POLYGON ((80.2273947 12.992261, 80.22754500000001 12.9922651, 80.2275523 12.9920159, 80.2277706 12.9920219, 80.2277632 12.9922733, 80.2281254 12.9922834, 80.2281273 12.9922169, 80.22859529999999 12.99223, 80.2285931 12.9923082, 80.2286861 12.9923108, 80.2287017 12.9917775, 80.22870709999999 12.9916966, 80.2286495 12.9916901, 80.2286417 12.9917226, 80.22833489999999 12.9917123, 80.2283307 12.9918583, 80.228617 12.9918663, 80.2286093 12.9921304, 80.2281289 12.9921171, 80.2281342 12.9919366, 80.227496 12.9919188, 80.22749109999999 12.9920837, 80.2274 12.9920811, 80.2273947 12.992261))",POINT (80.2281186 12.9920536),3879.2,41755.5,27,48.853772631705596,4.175536122368
,75,30038515.0,,university,,,,"POLYGON ((80.22644870000001 12.9904354, 80.2264404 12.9909692, 80.2267557 12.9909741, 80.2267492 12.9913958, 80.2270322 12.9914002, 80.22704709999999 12.9904448, 80.22644870000001 12.9904354))",POINT (80.2267846 12.9908376),5263.0,56650.1,27,66.28103870918399,5.66504604352
,76,30038516.0,,university,,,,"POLYGON ((80.22654660000001 12.9916814, 80.2269782 12.9916855, 80.2269771 12.991799, 80.2269733 12.9922069, 80.2268294 12.9922056, 80.2268333 12.9918039, 80.2266716 12.9918004, 80.2266669 12.9922928, 80.2265408 12.9922917, 80.22654559999999 12.991795, 80.22654660000001 12.9916814))",POINT (80.22675340000001 12.9919415),2052.5,22092.4,27,25.848723532319998,2.2092926096000003
CFD Center,77,30038518.0,,university,,,,"POLYGON ((80.2276426 12.9916425, 80.2278961 12.9916403, 80.227897 12.9917402, 80.2278367 12.9917407, 80.2278376 12.9918431, 80.22775040000001 12.9918438, 80.2277495 12.99174, 80.22764340000001 12.9917409, 80.2276426 12.9916425))",POINT (80.2277763 12.9917175),408.9,4401.4,27,5.149594666195199,0.440136296256
,78,30038520.0,,university,,,,"POLYGON ((80.226384 12.9897816, 80.2266642 12.9897925, 80.226676 12.9897116, 80.22672 12.9896778, 80.2267378 12.9893025, 80.22634429999999 12.9892844, 80.2263134 12.989627, 80.2263342 12.9896309, 80.2263325 12.9897007, 80.2263888 12.9896976, 80.226384 12.9897816))",POINT (80.2265278 12.9895289),2241.5,24127.2,35,28.228947039071997,2.4127305161600003
Sangam Ground,79,30038522.0,,,,garden,,"POLYGON ((80.23799820000001 12.9856082, 80.2379931 12.9854373, 80.23800079999999 12.9852576, 80.2373762 12.9852622, 80.2373762 12.9856098, 80.23799820000001 12.9856082))",POINT (80.2376867 12.9854343),2596.1,27944.5,37,2.7944187789440003,2.7944187789440003
Krishna,80,30038523.0,,yes,,,,"POLYGON ((80.2329658 12.9847542, 80.2333041 12.984762, 80.2333132 12.9843661, 80.23340640000001 12.9843683, 80.23340779999999 12.9843083, 80.23382890000001 12.984318, 80.23381929999999 12.984734, 80.2334865 12.9847263, 80.2334855 12.9847701, 80.23387409999999 12.9847791, 80.2338956 12.9838489, 80.2338436 12.9838477, 80.23383440000001 12.9842473, 80.23342649999999 12.9842379, 80.2334369 12.9837887, 80.23392010000001 12.9837999, 80.23392200000001 12.983718, 80.2329974 12.9836966, 80.232996 12.9837556, 80.23336759999999 12.9837642, 80.2333581 12.9841781, 80.23295659999999 12.9841688, 80.2329658 12.9837674, 80.232911 12.9837661, 80.2328998 12.98425, 80.2327895 12.9842475, 80.23277969999999 12.9846697, 80.2328366 12.984671, 80.2328456 12.9842803, 80.2329562 12.9842828, 80.232957 12.9842438, 80.2332639 12.9842509, 80.2332536 12.9846987, 80.2329672 12.984692, 80.2329658 12.9847542))",POINT (80.2333857 12.9842013),3998.9,43043.8,44,43.04380129856,43.04380129856
Cauvery,81,30038524.0,,yes,,,,"POLYGON ((80.2334163 12.9859958, 80.23375470000001 12.9860036, 80.23376380000001 12.9856077, 80.233857 12.9856099, 80.2338584 12.9855499, 80.2342795 12.9855596, 80.2342699 12.9859756, 80.23393710000001 12.9859679, 80.23393609999999 12.9860117, 80.2343247 12.9860206, 80.2343461 12.9850905, 80.2342941 12.9850893, 80.23428490000001 12.9854888, 80.2338771 12.9854794, 80.23388749999999 12.9850303, 80.2343707 12.9850415, 80.2343726 12.9849595, 80.233448 12.9849382, 80.23344659999999 12.9849972, 80.2338182 12.9850058, 80.2338086 12.9854196, 80.23340709999999 12.9854104, 80.2334164 12.985009, 80.2333615 12.9850077, 80.23335040000001 12.9854916, 80.23324 12.9854891, 80.2332303 12.9859113, 80.2332871 12.9859126, 80.2332961 12.9855219, 80.2334067 12.9855244, 80.23340760000001 12.9854854, 80.2337145 12.9854925, 80.2337041 12.9859402, 80.2334178 12.9859336, 80.2334163 12.9859958))",POINT (80.23383629999999 12.9854428),4000.4,43059.6,36,43.05994716416,43.05994716416
Taramani Guest House,82,30038525.0,,yes,,,,"POLYGON ((80.2340866 12.9865564, 80.2340887 12.9864788, 80.2347156 12.9864958, 80.2347139 12.9865596, 80.23444689999999 12.9865523, 80.2344373 12.9869043, 80.2340387 12.9868934, 80.2340324 12.9871233, 80.2337819 12.9871165, 80.23378390000001 12.9870438, 80.23395840000001 12.9870485, 80.23397110000001 12.9865811, 80.2340828 12.9865842, 80.2340762 12.9868264, 80.2343604 12.9868342, 80.2343664 12.9866138, 80.2342908 12.9866118, 80.2342921 12.986562, 80.2340866 12.9865564))",POINT (80.2342046 12.9867454),1914.0,20602.3,36,20.6021245056,20.6021245056
,83,30038526.0,,yes,,,,"POLYGON ((80.2360987 12.9873654, 80.2362804 12.9871864, 80.2361063 12.9869874, 80.235969 12.9871204, 80.2358644 12.9871149, 80.23573519999999 12.9869659, 80.235516 12.9871537, 80.23571250000001 12.9873638, 80.2359086 12.9871835, 80.2359477 12.9871871, 80.2360987 12.9873654))",POINT (80.2358945 12.987169),1804.1,19419.2,37,19.41917075264,19.41917075264
Students Facility Centre,84,30038527.0,,yes,,,,"POLYGON ((80.23522319999999 12.9869276, 80.23522319999999 12.9868748, 80.2353162 12.9868748, 80.2353162 12.9868119, 80.23538000000001 12.9868119, 80.23538000000001 12.9868748, 80.235452 12.9868748, 80.235452 12.9869276, 80.2353816 12.9869276, 80.2353816 12.9870114, 80.2353129 12.9870114, 80.2353129 12.9869276, 80.23522319999999 12.9869276))",POINT (80.2353421 12.9869086),262.0,2820.7,37,2.8201445248,2.8201445248
Tamaraparani,85,30038529.0,,yes,,,,"POLYGON ((80.23858439999999 12.9883168, 80.2385823 12.9880086, 80.2381431 12.9880116, 80.2381453 12.9883197, 80.23858439999999 12.9883168))",POINT (80.2383638 12.9881642),1623.0,17469.5,37,17.469826579200003,17.469826579200003
Pampa,86,30038530.0,,yes,,,,"POLYGON ((80.238559 12.987825, 80.23856840000001 12.987524, 80.2381661 12.987512, 80.2381567 12.987813, 80.238559 12.987825))",POINT (80.2383626 12.9876685),1453.6,15646.2,37,15.64642015744,15.64642015744
Sindhu,87,30038531.0,,yes,,,,"POLYGON ((80.23785789999999 12.9880672, 80.2378654 12.9877346, 80.2374521 12.9877257, 80.2374445 12.9880583, 80.23785789999999 12.9880672))",POINT (80.237655 12.9878965),1649.6,17755.7,37,17.75614659584,17.75614659584
Mahanadhi,88,30038532.0,,yes,,,,"POLYGON ((80.2390992 12.9880951, 80.239105 12.9877051, 80.238794 12.9877007, 80.23878809999999 12.9880906, 80.2390992 12.9880951))",POINT (80.23894660000001 12.9878979),1455.0,15661.0,37,15.661489632,15.661489632
Corporation High School,89,30394432.0,,,school,,,"POLYGON ((80.2540166 13.0021211, 80.25354830000001 13.0021294, 80.2536063 13.0014871, 80.2540083 13.001483, 80.2540166 13.0021211))",POINT (80.2537944 13.0018133),3338.9,35939.9,16,3.5939620434560005,3.5939620434560005
,90,30396674.0,,,,park,,"POLYGON ((80.2519597 13.000118, 80.25137119999999 13.000093, 80.25137119999999 13.0003849, 80.2519625 13.0003784, 80.2519597 13.000118))",POINT (80.2516605 13.0002436),1953.4,21025.9,16,2.1026222575360003,2.1026222575360003
  ..  ,91,32544617.0,,,university,,,"POLYGON ((80.21765670000001 13.0099296, 80.2187287 13.0094948, 80.2181515 13.0084303, 80.2178066 13.0087751, 80.21765670000001 13.0099296))",POINT (80.21811769999999 13.0092371),10424.4,112207.7,1,11.220730757376002,11.220730757376002
,92,32614034.0,,yes,,sports_centre,,"POLYGON ((80.2189394 13.006357, 80.21956350000001 13.0062232, 80.2203385 13.0061479, 80.2202183 13.0053032, 80.2193554 13.0054059, 80.2189394 13.006357))",POINT (80.2197063 13.0058272),11561.5,124447.3,1,124.44695008960001,124.44695008960001
American International School Chennai,93,33300163.0,,,school,,,"POLYGON ((80.2478059 12.9824016, 80.2477945 12.9820848, 80.2475901 12.9819168, 80.2477308 12.9818254, 80.2473214 12.9810261, 80.24526280000001 12.9812426, 80.2452617 12.9814732, 80.2453883 12.9814732, 80.2453306 12.9834798, 80.2458036 12.9831503, 80.24695819999999 12.9831618, 80.246965 12.9826485, 80.2478059 12.9824016))",POINT (80.24641990000001 12.9821048),51654.1,555999.5,47,55.60001041926401,55.60001041926401
Spastic Society of india,94,35572295.0,,,school,,,"POLYGON ((80.24953530000001 12.9842426, 80.25049660000001 12.9842707, 80.250477 12.9854173, 80.2504765 12.9861295, 80.24949890000001 12.9861334, 80.24953530000001 12.9842426))",POINT (80.2499986 12.9851963),21721.1,233803.5,39,23.380397418944,23.380397418944
National Institute of Fashion Technology - NIFT Chennai,95,35572308.0,,,college,,,"POLYGON ((80.25183629999999 12.9853736, 80.2519636 12.9848963, 80.2523618 12.9834042, 80.2506607 12.9836398, 80.25125920000001 12.9844423, 80.25183629999999 12.9853736))",POINT (80.2516306 12.9841288),18780.6,202152.5,48,20.215269565824002,20.215269565824002
National Institute of Technical Teachers' Training and Research,96,35572368.0,,,college,,,"POLYGON ((80.2478883 12.9863663, 80.2479055 12.9890761, 80.24934639999999 12.9890511, 80.2493486 12.9889141, 80.25043100000001 12.9888508, 80.2507037 12.9887664, 80.25084200000001 12.9886229, 80.2508485 12.9883246, 80.2507198 12.9880364, 80.25070409999999 12.9878874, 80.25081729999999 12.9877569, 80.2509349 12.9877053, 80.251239 12.9875868, 80.25151099999999 12.9865664, 80.2514797 12.9864382, 80.25133700000001 12.9863579, 80.2478883 12.9863663))",POINT (80.249478 12.987599),0.0,1070868.4,39,0.0,0.0
Council of Scientific and Industrial Research - CSIR Taramani,97,35572405.0,,,college,,,"POLYGON ((80.2478883 12.9863663, 80.2475037 12.9863695, 80.2430389 12.986407, 80.2430303 12.9870856, 80.24139099999999 12.9872947, 80.2414124 12.9873745, 80.24198320000001 12.9895026, 80.2478368 12.9900714, 80.2479055 12.9890761, 80.2478883 12.9863663))",POINT (80.2450159 12.988141),0.0,2578098.4,38,0.0,0.0
Shri A. M. M. Murugappa Chettiar Research Centre,98,35573178.0,,,college,,,"POLYGON ((80.2430475 12.9850031, 80.241451 12.9849863, 80.2413395 12.9842838, 80.2430732 12.9843173, 80.2430475 12.9850031))",POINT (80.2422246 12.9846428),13848.7,149066.4,46,14.906616595648003,14.906616595648003
,99,102472712.0,,,place_of_worship,,,"POLYGON ((80.2469136 13.006386, 80.24713819999999 13.0060351, 80.247231 13.0060385, 80.2472131 13.0065841, 80.2468922 13.0065667, 80.2469136 13.006386))",POINT (80.2470905 13.0063523),1550.8,16692.4,7,1.669267224832,1.669267224832
IITM Research Park,100,102580647.0,,commercial,,,,"POLYGON ((80.2420613 12.9910123, 80.2427132 12.9909806, 80.2427318 12.9908166, 80.24273549999999 12.9907845, 80.24272360000001 12.9907082, 80.2427072 12.9906035, 80.24201119999999 12.9906368, 80.2419926 12.9908335, 80.2420613 12.9910123))",POINT (80.24236809999999 12.9908066),3210.8,34560.3,30,21.7732810127616,3.4560763512320003
"Zenith Building, Internation Tech Park Phase",101,130948692.0,,yes,,,,"POLYGON ((80.24550050000001 12.984236, 80.2460652 12.9842471, 80.246064 12.9843072, 80.2466234 12.9843182, 80.24662480000001 12.9842503, 80.2467267 12.9842523, 80.24673919999999 12.9836489, 80.2466435 12.983647, 80.24664490000001 12.9835801, 80.2460823 12.9835691, 80.2460809 12.9836372, 80.2460066 12.9836357, 80.2460081 12.9835658, 80.2456607 12.9835589, 80.24565920000001 12.9836298, 80.2455131 12.9836269, 80.24550050000001 12.984236))",POINT (80.24613119999999 12.9839312),10117.7,108905.8,47,108.90601625408001,108.90601625408001
,102,132058418.0,,train_station,,,,"POLYGON ((80.24973110000001 12.9951928, 80.25002050000001 12.995258, 80.2497204 12.9964625, 80.2495682 12.9970734, 80.2494071 12.9977199, 80.24912620000001 12.9976276, 80.2497231 12.9952267, 80.24973110000001 12.9951928))",POINT (80.2495718 12.9964488),8941.7,96247.9,23,165.54597111272963,9.624765762368002
Kasturibai Nagar MRTS,103,132195430.0,,train_station,,,,"POLYGON ((80.2476487 13.0063995, 80.24769569999999 13.0063983, 80.2476984 13.0065328, 80.24793339999999 13.0065282, 80.2479306 13.0063925, 80.24797359999999 13.0063914, 80.2479653 13.0060763, 80.24792410000001 13.0060774, 80.2479158 13.0056688, 80.24800070000001 13.0056654, 80.24798 13.0051646, 80.2479055 13.0051675, 80.24788359999999 13.0041007, 80.2476487 13.0041053, 80.24767060000001 13.0051767, 80.2475948 13.0051797, 80.24761549999999 13.0056806, 80.24768090000001 13.005678, 80.2476836 13.0058101, 80.2476892 13.0060832, 80.24764039999999 13.0060845, 80.2476487 13.0063995))",POINT (80.24779289999999 13.0053673),8086.9,87046.6,7,149.72026726366718,8.704666701376
,104,132195431.0,,train_station,,,,"POLYGON ((80.25082810000001 12.9908082, 80.2511849 12.9909029, 80.25191770000001 12.9882811, 80.2515604 12.9881863, 80.2513754 12.9888488, 80.2513495 12.9889414, 80.25082810000001 12.9908082))",POINT (80.25137290000001 12.9895443),12058.9,129801.0,40,223.25758089080318,12.980091912256
The Institute of Road Transport,105,132510315.0,,,college,,,"POLYGON ((80.245332 12.9835912, 80.2434358 12.9835568, 80.2435278 12.9814349, 80.24526280000001 12.9812426, 80.2452617 12.9814732, 80.2453883 12.9814732, 80.2453306 12.9834798, 80.245332 12.9835912))",POINT (80.2444319 12.9824633),50101.7,539290.2,46,53.929020968768,53.929020968768
BA Continuum India Private Limited,106,132510317.0,,commercial,,,,"POLYGON ((80.24542030000001 12.9850638, 80.2454147 12.9844008, 80.24638899999999 12.9844007, 80.24639449999999 12.9850637, 80.24542030000001 12.9850638))",POINT (80.2459046 12.9847322),7746.5,83382.7,47,52.53105810556801,8.338263191360001
,107,132510318.0,,,,track,,"POLYGON ((80.2463508 12.9826614, 80.2461799 12.9824439, 80.24617379999999 12.9820271, 80.247264 12.981669, 80.24762610000001 12.9820715, 80.2476204 12.9822172, 80.24754129999999 12.9823403, 80.2468805 12.9825734, 80.2463508 12.9826614))",POINT (80.2468709 12.9821848),11517.1,123968.4,47,12.396903246784001,12.396903246784001
,108,132510815.0,,yes,,,,"POLYGON ((80.24427540000001 12.9840982, 80.24428210000001 12.9839447, 80.2445503 12.9839512, 80.2445503 12.9836866, 80.2451537 12.9837454, 80.24511339999999 12.9840753, 80.2446609 12.9840231, 80.244681 12.9840982, 80.2445369 12.9841341, 80.2443458 12.9841439, 80.2443458 12.9840982, 80.24427540000001 12.9840982))",POINT (80.2447499 12.983918),3032.1,32637.4,46,32.63725272384,32.63725272384
